year	year_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	ba	obp	slg	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
2014	11620	703	Texas	12	1208490	Felts, Jacob	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1208490	Sr	C	19	13	19	0.214	0.254	0.268	56	4	12	1	1	""	 	6	3	 	 	2	6	4	 	 	 
2014	11620	703	Texas	32	1314976	Peters, Dillon	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1314976	Jr	P	13	13	13	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	703	Texas	34	1545348	Schiraldi, Lukas	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1545348	Jr	P	13	13	13	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	703	Texas	7	1422939	Hall, Weston	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1422939	Sr	OF	8	0	8	""	""	""	 	2	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	703	Texas	28	1545345	Goins, Blake	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1545345	Fr	P	7	4	7	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	703	Texas	30	1545347	Sawyer, Josh	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1545347	Fr	P	7	0	7	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	703	Texas	11	1208489	Silver, Alex	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1208489	Sr	INF	4	1	4	0.125	0.300	0.125	8	4	1	 	 	""	 	1	2	 	 	 	1	 	 	 	 
2014	11620	703	Texas	15	1325313	Peters, Justin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1325313	Jr	P	3	0	3	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	703	Texas	48	1422946	Marlow, Ty	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1422946	Sr	P	3	0	3	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	703	Texas	29	1545346	Malmin, Jon	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1545346	Fr	P	2	0	2	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	697	Texas A&M	12	1320697	Lankford, Cole	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1320697	Jr	C	61	61	61	0.319	0.344	0.422	251	30	80	11	 	""	5	47	14	 	8	1	21	5	3	2	 
2014	11620	697	Texas A&M	3	1217389	Statum, Jace	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1217389	Sr	OF	58	45	58	0.267	0.375	0.301	146	24	39	5	 	""	 	20	23	4	3	10	22	3	11	1	 
2014	11620	697	Texas A&M	6	1217390	Stein, Troy	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1217390	Sr	C	57	51	57	0.291	0.372	0.403	196	29	57	12	2	79	2	24	19	7	1	1	26	6	4	3	 
2014	11620	697	Texas A&M	4	1531098	Banks, Nick	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1531098	Fr	OF	57	55	57	0.327	0.386	0.427	199	29	65	10	2	85	2	26	17	3	1	 	33	 	6	5	 
2014	11620	697	Texas A&M	1	1320692	Allemand, Blake	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1320692	Jr	INF	56	53	56	0.290	0.397	0.319	207	38	60	4	1	""	 	24	34	6	5	5	30	2	5	5	 
2014	11620	697	Texas A&M	13	1217382	Bratsen, Krey	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1217382	Sr	OF	53	41	53	0.307	0.359	0.359	153	30	47	6	1	""	 	13	10	3	1	6	12	3	18	2	 
2014	11620	697	Texas A&M	16	1531107	McLendon, Patrick	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1531107	Jr	OF	47	42	47	0.279	0.367	0.331	154	24	43	3	1	51	1	21	18	4	1	8	16	5	1	1	 
2014	11620	697	Texas A&M	17	1425302	Taylor, Logan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1425302	So	INF	43	43	43	0.269	0.317	0.392	171	21	46	14	2	67	1	21	10	2	 	 	35	5	3	 	 
2014	11620	697	Texas A&M	8	1531114	Nottebrok, Logan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1531114	Jr	INF	40	36	40	0.243	0.335	0.471	136	27	33	7	 	""	8	26	19	1	2	2	29	7	 	 	 
2014	11620	697	Texas A&M	2	1531099	Birk, Ryne	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1531099	Fr	INF	39	27	39	0.306	0.391	0.441	111	21	34	5	2	49	2	18	14	2	1	 	18	3	4	1	 
2014	11620	697	Texas A&M	40	1425309	Moroney, Jonathan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1425309	So	OF	36	19	36	0.282	0.337	0.424	85	12	24	7	1	36	1	15	5	3	2	2	19	6	 	1	 
2014	11620	697	Texas A&M	50	1425311	Melton, Hunter	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1425311	So	P	33	29	33	0.245	0.364	0.284	102	12	25	4	 	""	 	12	16	3	 	 	19	7	1	1	 
2014	11620	697	Texas A&M	10	1425299	Vinson, Andrew	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1425299	So	P	32	0	32	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	697	Texas A&M	11	1425300	Moss, J.B.	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1425300	So	OF	30	18	30	0.262	0.408	0.361	61	18	16	3	 	""	1	7	13	2	 	2	10	 	6	1	 
2014	11620	697	Texas A&M	30	1320699	Nau, Mitchell	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1320699	Jr	C	26	20	26	0.274	0.319	0.345	84	6	23	3	 	""	1	15	3	3	1	1	10	4	1	 	 
2014	11620	697	Texas A&M	34	1425304	Minter, A.J.	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1425304	So	P	26	0	26	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	697	Texas A&M	20	1320696	Jester, Jason	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1320696	Sr	P	24	2	24	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	697	Texas A&M	36	1320701	Schlottmann, Ty	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1320701	So	P	24	0	24	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	697	Texas A&M	33	1531103	Gideon, Ronnie	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1531103	Fr	INF	21	16	21	0.226	0.333	0.358	53	6	12	4	 	""	1	7	6	3	1	1	17	2	 	1	 
2014	11620	697	Texas A&M	31	1320691	Kent, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1320691	So	P	20	4	20	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	697	Texas A&M	54	1531115	Ray, Parker	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1531115	Sr	P	18	9	18	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	697	Texas A&M	22	1320689	Ray, Corey	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1320689	Jr	P	17	4	17	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	697	Texas A&M	51	1531116	Stubblefield, Tyler	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1531116	Fr	P	17	11	17	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	697	Texas A&M	15	1320698	Mengden, Daniel	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1320698	Jr	P	16	16	16	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	697	Texas A&M	38	1425307	Long, Grayson	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1425307	So	P	15	15	15	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	697	Texas A&M	18	1531101	Choruby, Nick	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1531101	Fr	INF	14	0	14	0.286	0.286	0.286	7	2	2	 	 	""	 	 	 	 	 	 	1	 	1	 	 
2014	11620	697	Texas A&M	44	1320690	Freeman, Jason	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1320690	Jr	P	12	0	12	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	697	Texas A&M	27	1531113	Hendrix, Ryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1531113	Fr	P	11	1	11	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	697	Texas A&M	32	1531105	Hinsley, G.R.	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1531105	Jr	INF	5	2	5	0.143	0.300	0.143	7	 	1	 	 	""	 	1	2	 	1	 	 	 	 	 	 
2014	11620	697	Texas A&M	28	1531102	Ecker, Mark	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1531102	Fr	P	4	0	4	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	697	Texas A&M	37	1425306	Hill, Rex	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1425306	So	P	3	0	3	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	699	Texas Southern	10	1215822	Deleon, Chris	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1215822	Sr	INF	52	47	52	0.262	0.353	0.329	164	18	43	5	 	""	2	20	18	6	2	13	34	6	4	4	 
2014	11620	699	Texas Southern	18	1312439	Ford, Jerry	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1312439	Jr	OF	50	48	50	0.317	0.393	0.355	183	30	58	5	1	""	 	15	16	7	 	5	20	2	24	11	 
2014	11620	699	Texas Southern	17	1548752	Garza, Robert	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1548752	Jr	INF	49	46	49	0.245	0.360	0.449	147	26	36	6	3	66	6	25	18	10	3	7	35	2	4	3	 
2014	11620	699	Texas Southern	20	1548765	Welz, Zach	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1548765	Fr	OF	46	46	46	0.307	0.397	0.392	166	25	51	8	 	""	2	34	22	4	2	2	22	2	11	4	 
2014	11620	699	Texas Southern	12	1548763	Terry, Samuel	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1548763	So	OF	45	31	45	0.244	0.278	0.345	119	12	29	6	 	""	2	11	2	4	1	3	39	3	3	 	 
2014	11620	699	Texas Southern	11	1417907	Garza, Andrew	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1417907	Sr	C	44	35	44	0.246	0.324	0.344	122	12	30	6	 	""	2	17	11	5	4	3	19	1	 	1	 
2014	11620	699	Texas Southern	9	1548754	Gordaya, Jagjit	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1548754	Sr	INF	44	33	44	0.226	0.379	0.322	115	20	26	6	1	37	1	15	20	9	1	4	12	3	5	3	 
2014	11620	699	Texas Southern	28	1548755	Howell, Zach	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1548755	Jr	OF	43	40	43	0.260	0.315	0.338	154	14	40	4	4	""	 	14	9	4	1	2	28	1	7	5	 
2014	11620	699	Texas Southern	37	1548750	Edwards, Tyler	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1548750	Jr	INF	37	21	37	0.145	0.189	0.174	69	6	10	2	 	""	 	8	3	1	1	2	15	1	 	 	 
2014	11620	699	Texas Southern	5	1548764	Webb, Marquis	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1548764	Jr	INF	35	30	35	0.303	0.371	0.339	109	12	33	4	 	""	 	12	11	2	2	3	18	3	9	7	 
2014	11620	699	Texas Southern	22	1548761	O'Neal, Sayvon	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1548761	Fr	INF	35	13	35	0.085	0.204	0.128	47	12	4	2	 	""	 	3	7	 	 	2	21	1	7	 	 
2014	11620	699	Texas Southern	25	1548749	Dishman, Conor	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1548749	Jr	C	35	28	35	0.224	0.284	0.296	98	12	22	5	1	""	 	10	6	3	2	2	17	1	 	 	 
2014	11620	699	Texas Southern	27	1548748	Armas, Luis	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1548748	Jr	1B	34	19	34	0.274	0.325	0.329	73	5	20	4	 	""	 	7	4	2	1	1	16	 	 	 	 
2014	11620	699	Texas Southern	29	1548759	Lopez, Chris	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1548759	Jr	C	33	18	33	0.164	0.301	0.164	67	3	11	 	 	""	 	4	7	7	2	2	10	 	 	 	 
2014	11620	699	Texas Southern	34	1417915	Parker, Leslie	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1417915	So	C	29	10	29	0.167	0.300	0.238	42	1	7	3	 	""	 	2	4	4	 	1	11	 	1	 	 
2014	11620	699	Texas Southern	8	1548751	Freeman, Eugene	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1548751	Fr	OF	25	3	25	0.133	0.350	0.133	15	7	2	 	 	""	 	2	4	1	 	 	10	 	4	3	 
2014	11620	699	Texas Southern	33	1312462	Gomez, Flelix	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1312462	Jr	P	21	4	21	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	699	Texas Southern	3	1548762	Rios, Ryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1548762	Fr	P	20	11	20	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	699	Texas Southern	19	1312440	Blue, Jamell	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1312440	Jr	P	20	0	20	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	699	Texas Southern	13	1312437	Cruz IV, Frank	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1312437	Jr	P	19	2	19	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	699	Texas Southern	7	1417905	Martinez, Jacob	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1417905	Sr	P	19	0	19	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	699	Texas Southern	40	1417918	Romero, Larry	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1417918	So	P	17	4	17	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	699	Texas Southern	23	1215823	Starkey, Michael	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1215823	Sr	P	16	12	16	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	699	Texas Southern	21	1548757	Kanorik, Devin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1548757	Jr	P	14	12	14	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	699	Texas Southern	32	1312460	McClelland, Darius	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1312460	Sr	P	14	7	14	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	699	Texas Southern	24	1418305	Bass, Jakari	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1418305	Jr	P	8	0	8	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	699	Texas Southern	6	1312434	Pearson, Robert	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1312434	Jr	INF	6	0	6	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	699	Texas Southern	42	1417916	Parker, Camryn	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1417916	So	P	2	0	2	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	670	Texas St.	7	1547337	Studdard, Granger	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1547337	Fr	INF	57	55	57	0.270	0.364	0.385	200	32	54	5	 	""	6	35	19	13	4	 	42	6	5	3	 
2014	11620	670	Texas St.	3	1311234	Mattlage, Garrett	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1311234	Jr	INF	56	56	56	0.308	0.406	0.439	214	37	66	11	1	94	5	44	35	2	3	3	33	4	11	3	 
2014	11620	670	Texas St.	16	1431736	Pearson, Tyler	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1431736	Sr	C	55	54	55	0.222	0.317	0.371	194	27	43	6	4	72	5	22	18	10	2	5	49	8	1	1	 
2014	11620	670	Texas St.	11	1311237	Targun, Colby	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1311237	Jr	OF	52	44	52	0.242	0.317	0.352	165	22	40	6	3	58	2	16	14	5	2	1	35	2	1	1	 
2014	11620	670	Texas St.	9	1431732	Geisler, Cory	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1431732	So	OF	52	37	52	0.293	0.358	0.360	150	22	44	4	 	""	2	15	12	3	 	2	33	1	11	 	 
2014	11620	670	Texas St.	8	1311236	McElroy, Ben	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1311236	Jr	OF	50	29	50	0.270	0.378	0.391	115	15	31	6	1	45	2	14	17	3	 	1	21	3	3	 	 
2014	11620	670	Texas St.	42	1547346	Hill, Tanner	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1547346	So	INF	48	40	48	0.220	0.302	0.353	150	18	33	6	1	53	4	21	14	5	3	2	29	1	 	 	 
2014	11620	670	Texas St.	37	1431746	O'Neal, Austin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1431746	Sr	INF	46	32	46	0.289	0.379	0.388	121	9	35	6	 	""	2	18	13	5	1	 	28	6	1	 	 
2014	11620	670	Texas St.	23	1431744	Smith, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1431744	So	INF	43	33	43	0.250	0.333	0.297	128	25	32	4	1	""	 	9	12	5	2	1	22	2	4	 	 
2014	11620	670	Texas St.	20	1547340	Hicks, Trey	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1547340	Fr	INF	38	30	38	0.192	0.236	0.212	104	6	20	2	 	""	 	13	4	2	 	2	25	3	 	 	 
2014	11620	670	Texas St.	44	1311246	Lovejoy, Cody	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1311246	Jr	OF	38	29	38	0.151	0.238	0.189	106	16	16	4	 	""	 	10	8	5	3	5	23	3	6	1	 
2014	11620	670	Texas St.	10	1547338	Sanchez, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1547338	Fr	OF	37	14	37	0.174	0.345	0.196	46	9	8	1	 	""	 	1	7	5	 	2	13	3	4	1	 
2014	11620	670	Texas St.	40	1547345	Paiz, David	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1547345	Jr	INF	35	28	35	0.278	0.326	0.339	115	10	32	7	 	""	 	14	10	 	4	1	22	3	 	 	 
2014	11620	670	Texas St.	2	1200730	Perkins, Cody	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1200730	Sr	INF	28	20	28	0.200	0.308	0.218	55	9	11	1	 	""	 	6	8	1	1	4	15	2	1	 	 
2014	11620	670	Texas St.	12	1200746	Lemke, Hunter	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1200746	Sr	P	27	0	27	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	670	Texas St.	4	1547335	Dorsey, Preston	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1547335	Fr	OF	27	9	27	0.192	0.276	0.269	26	5	5	 	1	""	 	3	1	2	 	4	4	 	3	1	 
2014	11620	670	Texas St.	6	1547336	Bailey, Taylor	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1547336	Fr	INF	24	10	24	0.074	0.167	0.074	27	3	2	 	 	""	 	 	3	 	 	3	8	 	1	 	 
2014	11620	670	Texas St.	34	1547343	Bein, Dylan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1547343	Fr	P	21	7	21	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	670	Texas St.	45	1547348	Goebel, Ross	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1547348	Sr	P	18	0	18	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	670	Texas St.	18	1431738	Dellinger, Justin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1431738	So	P	17	0	17	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	670	Texas St.	19	1547339	Davenport, Tyler	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1547339	Fr	P	16	3	16	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	670	Texas St.	26	1311241	Boes, Andrew	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1311241	Jr	P	15	0	15	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	670	Texas St.	31	1311240	Williams, Austen	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1311240	Jr	P	15	15	15	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	670	Texas St.	32	1200751	Black, Taylor	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1200751	Jr	P	15	15	15	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	670	Texas St.	21	1431739	Humpal, Lucas	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1431739	So	P	15	15	15	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	670	Texas St.	35	1547344	Friess, Cameron	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1547344	Fr	C	12	2	12	0.368	0.400	0.421	19	2	7	1	 	""	 	5	 	1	 	 	9	 	 	 	 
2014	11620	670	Texas St.	30	1547342	Young, Chad	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1547342	Jr	P	9	3	9	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	670	Texas St.	13	1431734	Finnegan, Jack	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1431734	Fr	P	3	0	3	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	670	Texas St.	27	1311242	Hallonquist, Jeremy	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1311242	So	P	2	0	2	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	670	Texas St.	43	1547347	Atwood, Quinn	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1547347	Fr	P	2	0	2	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	670	Texas St.	22	1431743	Renfro, Trevor	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1431743	So	P	1	0	1	""	""	""	 	 	 	 	 	""	 	 	 	 	 	 	 	 	 	 	 
2014	11620	700	Texas Tech	12	1438926	Gutierrez, Eric	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1438926	So	INF	66	66	66	0.302	0.399	0.539	245	46	74	18	2	132	12	58	26	16	4	3	27	6	 	1	 
2014	11620	700	Texas Tech	21	1317416	Burleson, Bryant	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1317416	Jr	INF	66	63	66	0.272	0.325	0.402	254	38	69	21	3	102	2	37	12	10	4	6	38	12	2	 	 
2014	11620	700	Texas Tech	9	1530794	Kirsch, Adam	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1530794	Sr	OF	65	65	65	0.307	0.393	0.560	225	37	69	21	3	126	10	51	35	1	6	 	44	9	 	 	 
2014	11620	700	Texas Tech	11	1530840	Smith, Stephen	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1530840	Fr	OF	55	53	55	0.287	0.417	0.395	195	41	56	12	3	77	1	20	37	7	1	9	37	5	2	3	 
2014	11620	700	Texas Tech	28	1438931	Conley, Devon	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1438931	Sr	OF	54	25	54	0.269	0.319	0.298	104	18	28	1	1	""	 	8	6	3	3	5	21	2	5	 	 
2014	11620	700	Texas Tech	3	1438925	Barrios, Jake	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1438925	Sr	INF	53	48	53	0.272	0.375	0.326	184	36	50	8	1	""	 	23	19	12	1	3	17	5	2	1	 
2014	11620	700	Texas Tech	7	1530795	Long, Ryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1530795	Fr	INF	50	41	50	0.212	0.306	0.269	156	18	33	7	1	""	 	22	18	4	2	3	44	2	1	 	 
2014	11620	700	Texas Tech	5	1530836	Redman, Hunter	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1530836	Jr	C	48	41	48	0.246	0.285	0.268	142	11	35	3	 	""	 	17	8	 	1	5	23	6	1	1	 
2014	11620	700	Texas Tech	17	1438929	Davis, Zach	http://stats.ncaa.org/player?game_sport_year_ctl_id=11620&stats_player_seq=1438929	So	OF	46	5	46	0.367	0.441	0.400	30	20	11	1	 	""	 	9	2	2	 	 	3	 	9	 	 
